,0.0,0.01,0.1,1.0,10000.0
0,0.3127549183167592,0.27768387485079915,0.21282556281034218,0.51957668647759,0.6797588289411404
1,0.3535707232479762,0.36000120637170246,0.3686232625722138,0.5804663460506614,0.5832668578539586
2,0.3301896793588493,0.29405238881814766,0.289701173877142,0.49195541994545416,0.5894697353908123
3,0.3209268776591513,0.35291199637236254,0.33315005344821336,0.4816255490526998,0.7805788562799078
4,0.4004557488515849,0.27775812023371615,0.2723667641527904,0.5381234845383654,0.663850807192981
5,0.45681170297519086,0.3284643131027948,0.36489341802788966,0.5886639668368895,0.6533821112213724
6,0.20974064261360595,0.2237962843937014,0.20248327684295808,0.30773994916414044,0.4677053325711121
7,0.2639378866092887,0.3251049082477006,0.27170638625335763,0.5501194910253157,0.6542968225125856
8,0.2830262923985499,0.22781167922342294,0.2644499696474251,0.44618743226083585,0.5780104436364578
9,0.30762436565635914,0.30852827271662325,0.262236680783638,0.43555541303091777,0.5478326185218336
10,0.34859027508287754,0.28669559518299315,0.3459463242653008,0.4409788205471732,0.5600019151741275
11,0.3882960727062196,0.22535389741092418,0.36226337778907614,0.4662189252644066,0.6468729586535895
12,0.30022422649661845,0.28870886227018855,0.28055833668787455,0.5176584677642095,0.6918317284663584
13,0.3155665514775672,0.27394772024675224,0.3231048304509562,0.43822669581818186,0.6494968715550749
14,0.2721872747515946,0.3032590616422866,0.3631983183979592,0.51991627687616,0.6876557653977405
15,0.28111522132162037,0.25999018005163965,0.2645755471150283,0.5612803479930428,0.6991569289974051
16,0.3106255607467199,0.2840836575010876,0.2740780739959577,0.5508618545371001,0.6759492927756825
17,0.21502494875379283,0.26014940545215953,0.2689623571513595,0.3890169095409729,0.4850863414560532
18,0.30092189502253636,0.31981172891769105,0.3394160776575178,0.5567249507738836,0.708579067077087
19,0.3809880926659289,0.3876458623123929,0.3437345018694288,0.4010915015860637,0.7314286385205614
20,0.32451349433249327,0.3684261916246877,0.25043642958131584,0.43375312737223914,0.5784066614906638
21,0.356577541585967,0.4173172289549006,0.2690919619263195,0.5709687692651725,0.7383727391716721
22,0.3586248791344211,0.3071584684945369,0.29408754516893704,0.5585362091696685,0.5396002997539527
23,0.3805600403471239,0.39380258526402134,0.4383280208496241,0.5223465893680266,0.613075104800304
24,0.44791926279050687,0.4092222331536045,0.4019299870200137,0.5785984009828813,0.7821017517992935
25,0.2814850266656162,0.2821409437402918,0.37019624576801985,0.39003030053834975,0.5000732171962222
26,0.32449214613482574,0.37756064324587746,0.3441414269361535,0.5636078468377627,0.6859868687197083
27,0.34447300425165017,0.3649178032814138,0.28946498991668257,0.5055462160254185,0.664549353126457
28,0.31504458045823347,0.33876064349801777,0.34730317063062144,0.5651253097583628,0.7380642618651033
29,0.40851194817536934,0.33126910011136446,0.3379937544260934,0.4740072923505322,0.8307890382462494
30,0.2996102297457012,0.3029873221047274,0.34722495326721836,0.5698950348163374,0.576964883479249
31,0.3327365309711602,0.27474878460945057,0.3159318042501694,0.5023452285736664,0.7930738169342778
32,0.3688610348282495,0.3868486699724076,0.35287685628193016,0.45484526999398106,0.6170472207823118
