,reg_param,im_num,perceptual_loss,mean_abs_corr,mean_mse_dist,pred_H,pred_A,pred_G,pred_C,pred_B,pred_M,pred_S,pred_E,pred_W
0,0.0,0,0.7213853597640991,0.18353820874593824,2.0765020847320557,0.18086777398861265,0.016675089883350827,-2.7413064611555185,-0.11936135704513978,13.583930531672786,-5.712526387818775,7.444171583378832,-12.209191741940698,0.2169016026461405
1,0.01,0,0.7168283462524414,0.2576082277104188,0.8143570423126221,0.3255436437217547,0.17226658576688922,-2.814833654211189,-0.43988201101754837,8.074517715194341,0.4012587008461207,5.827243834774434,-8.2589169013081,0.6641826396317663
2,0.1,0,0.7199904322624207,0.6469938430377986,0.15650638937950134,0.42054210825207433,-0.01159191268144611,-1.9913449504978267,-0.48795460995176926,1.8093293520563851,3.8079023454080363,2.78629979144272,-1.4307631966475876,1.6585717910459898
3,1.0,0,0.7245261073112488,0.9860887658247107,0.01233764924108982,0.4702522698748457,-0.018582563522097702,-3.602746905742233,-0.18437899225006138,2.734918723871458,7.793414400392091,0.2794004814464677,-4.147797385479262,2.8814354189592937
4,10000.0,0,0.7472202181816101,0.9999999901068416,1.3638903340051911e-09,0.416607905203909,-0.3244115940034101,-2.7778056319985374,-0.3497529623102228,5.5511682388717905,1.6250695691043102,2.302400774900767,-6.576551178094751,0.23191895615624558
5,0.0,1,0.7647951245307922,0.2058747535026458,1.9059935808181763,0.17779382201626698,-0.6575188676335417,-1.9437647828925764,-1.123548655329444,13.965330088608075,-3.489753454572241,2.7885751343904976,-12.435000928863898,-0.07577435792474062
6,0.01,1,0.7593299150466919,0.30171559282090255,0.8002026677131653,0.30248220446586904,-0.4068860251550192,-2.3867463437222596,-0.9495450818629712,10.146774808689186,-1.4511178207354405,4.1093339581239,-9.26015051249291,0.008774751506186715
7,0.1,1,0.7606938481330872,0.660261133125997,0.1445329189300537,0.13534180834038637,-0.6367381991225559,-0.914718228987651,-0.6436821279556009,3.922330619613147,3.711926224362188,3.924744306859525,-0.46143193489217715,0.1766851460170064
8,1.0,1,0.7676156759262085,0.9857338378454609,0.011661644093692303,0.38289241461422174,-0.6025560287585455,-2.4505258666074705,-0.4247552551529194,5.914927617831259,3.2390959119226905,3.5796772477421603,-4.997983948968884,0.48014474845205274
9,10000.0,1,0.7926360368728638,0.9999999933220884,1.0947988071663417e-09,0.3079003664426663,-0.5031522932818042,-2.42437691700986,-0.7292855466567609,9.954662116308933,2.235315071404852,-0.05210247839037563,-7.143327915484966,-0.0030690923549509946
10,0.0,2,0.7695727944374084,0.1800607168384758,2.1605327129364014,0.29621948918604907,0.044303325434047906,-3.221589961329303,-0.12219346044612539,13.572989177015607,-4.4541247676565074,0.9776274765748063,-14.732330189376757,-0.388605052772568
11,0.01,2,0.7669426798820496,0.2728147407303054,0.8904739022254944,0.3381879604019856,-0.0964224738735562,-2.826804303072825,-0.647670498176159,9.332790815120687,-2.7091761124390312,1.274249056793651,-10.836207578306432,-0.15006673662212616
12,0.1,2,0.7716519236564636,0.609609777578095,0.17188195884227753,0.2536358944812174,-0.23510639828481414,-1.6678449470565115,-0.7869206592644206,5.131512683329122,0.4491438504229698,2.230293229638136,-3.6885419593643416,-0.5201190433139381
13,1.0,2,0.7728521227836609,0.9860268379592081,0.014285947196185589,0.4571128209517784,-0.6570374302834716,-1.9430449957496652,-0.2911696279784732,7.857863115082209,-4.84340241795375,0.35018202583032765,-8.700846241279368,-4.1188091372518505
